Class	Band1	Band2	Band3	Band4	Band5	Band6	Band7	Band8	Band9	Band10	Band11	Band12
"wheat"	5.399990	-0.100010	1.399990	-2.899990	-1.200000	0.199997	-4.500000	-13.700000	-22.800000	-18.500000	20.900000	13.200000
"wheat"	5.399990	4.899990	0.399994	0.100006	-0.200000	2.200000	-0.500000	-12.700000	-15.800000	-15.500000	23.900000	9.200000
"wheat"	4.399990	-0.100010	-0.600010	0.100006	-2.200000	3.200000	-1.500000	-13.700000	-18.800000	-17.500000	21.900000	10.200000
"wheat"	7.399990	3.899990	0.399994	-0.899990	1.800000	3.200000	-1.500000	-11.700000	-16.800000	-15.500000	23.900000	10.200000
"wheat"	5.399990	4.899990	-0.600010	1.100010	1.800000	4.200000	0.500000	-8.700000	-11.800000	-12.500000	17.900000	10.200000
"wheat"	4.399990	2.899990	2.399990	1.100010	0.800003	5.200000	0.500000	-13.700000	-15.800000	-17.500000	19.900000	10.200000
"wheat"	8.399990	2.899990	4.399990	4.100010	2.800000	5.200000	0.500000	-8.700000	-16.800000	-11.500000	24.900000	6.200000
"wheat"	4.399990	3.899990	0.399994	-1.899990	0.800003	3.200000	-1.500000	-13.700000	-18.800000	-16.500000	17.900000	13.200000
"wheat"	6.399990	3.899990	1.399990	1.100010	1.800000	2.200000	-1.500000	-11.700000	-14.800000	-12.500000	23.900000	6.200000
"wheat"	3.399990	1.899990	0.399994	-0.899990	-3.200000	2.200000	-1.500000	-10.700000	-18.800000	-14.500000	23.900000	12.200000
"wheat"	5.399990	2.899990	1.399990	-0.899990	1.800000	3.200000	-1.500000	-10.700000	-16.800000	-15.500000	24.900000	12.200000
"wheat"	5.399990	2.899990	-1.600010	-1.899990	-1.200000	2.200000	-1.500000	-10.700000	-16.800000	-15.500000	22.900000	13.200000
"wheat"	2.399990	0.899994	0.399994	-0.899990	-2.200000	2.200000	-2.500000	-13.700000	-16.800000	-18.500000	22.900000	11.200000
"wheat"	7.399990	2.899990	2.399990	-1.899990	-2.200000	3.200000	-0.500000	-13.700000	-19.800000	-20.500000	29.900000	9.200000
"wheat"	2.399990	1.899990	0.399994	-2.899990	-2.200000	-0.800000	-3.500000	-17.700000	-23.800000	-24.500000	25.900000	7.200000
"wheat"	3.399990	2.899990	-1.600010	-2.899990	-2.200000	-0.800000	-2.500000	-15.700000	-19.800000	-20.500000	19.900000	12.200000
"wheat"	2.399990	-2.100010	-0.600010	-4.899990	-7.200000	1.200000	-2.500000	-16.700000	-21.800000	-19.500000	21.900000	13.200000
"wheat"	3.399990	2.899990	-0.600010	-1.899990	-1.200000	0.199997	-1.500000	-13.700000	-16.800000	-14.500000	21.900000	7.200000
"wheat"	4.399990	-2.100010	-0.600010	-2.899990	-3.200000	-0.800000	-2.500000	-16.700000	-21.800000	-19.500000	21.900000	12.200000
"wheat"	3.399990	-0.100010	-3.600010	-2.899990	-5.200000	1.200000	-3.500000	-13.700000	-17.800000	-19.500000	15.900000	12.200000
"wheat"	3.399990	-1.100010	-1.600010	-2.899990	-4.200000	1.200000	-4.500000	-14.700000	-20.800000	-16.500000	22.900000	15.200000
"wheat"	4.399990	-0.100010	-0.600010	-1.899990	-2.200000	1.200000	-0.500000	-12.700000	-18.800000	-17.500000	23.900000	10.200000
"wheat"	3.399990	-3.100010	-1.600010	-3.899990	-7.200000	-0.800000	-2.500000	-15.700000	-20.800000	-19.500000	22.900000	8.200000
"wheat"	3.399990	-0.100010	-1.600010	-2.899990	-4.200000	0.199997	-3.500000	-16.700000	-19.800000	-14.500000	24.900000	14.200000
"wheat"	-2.600010	-4.100010	-3.600010	-2.899990	-7.200000	-0.800000	-5.500000	-16.700000	-20.800000	-19.500000	23.900000	17.200000
"wheat"	3.399990	-0.100010	0.399994	-1.899990	-4.200000	0.199997	-2.500000	-17.700000	-21.800000	-20.500000	24.900000	12.200000
"wheat"	-1.600010	-2.100010	-0.600010	-1.899990	-2.200000	0.199997	-1.500000	-14.700000	-18.800000	-18.500000	21.900000	11.200000
"wheat"	1.399990	-0.100010	-3.600010	-1.899990	-4.200000	2.200000	-2.500000	-14.700000	-18.800000	-18.500000	15.900000	13.200000
"wheat"	-5.600010	-4.100010	-2.600010	-1.899990	-4.200000	1.200000	-4.500000	-10.700000	-16.800000	-16.500000	20.900000	14.200000
"wheat"	4.399990	0.899994	-0.600010	-2.899990	-2.200000	0.199997	-2.500000	-15.700000	-19.800000	-16.500000	18.900000	13.200000
"wheat"	3.399990	6.899990	3.399990	3.100010	5.800000	7.200000	3.500000	-6.700000	2.200000	-8.500000	17.900000	13.200000
"wheat"	2.399990	-0.100010	-1.600010	-2.899990	-4.200000	3.200000	-3.500000	-12.700000	-18.800000	-18.500000	19.900000	12.200000
